tropical fruit,whole milk,(416) ,,------->,,other vegetables,root vegetables,(466) ,,items are negatively correlated,0.000355934
other vegetables,tropical fruit,whole milk,(168) ,,------->,,root vegetables,(1072) ,,items are negatively correlated,0.000383129
root vegetables,tropical fruit,whole milk,(118) ,,------->,,other vegetables,(1903) ,,items are negatively correlated,0.000307276
other vegetables,(1903) ,,------->,,root vegetables,whipped/sour cream,whole milk,(93) ,,items are negatively correlated,0.00028817
root vegetables,(1072) ,,------->,,other vegetables,whipped/sour cream,whole milk,(144) ,,items are negatively correlated,0.000330379
other vegetables,root vegetables,(466) ,,------->,,whipped/sour cream,whole milk,(317) ,,items are negatively correlated,0.000345243
whipped/sour cream,(705) ,,------->,,other vegetables,root vegetables,whole milk,(228) ,,items are negatively correlated,0.000317283
other vegetables,whipped/sour cream,(284) ,,------->,,root vegetables,whole milk,(481) ,,items are negatively correlated,0.000373342
root vegetables,whipped/sour cream,(168) ,,------->,,other vegetables,whole milk,(736) ,,items are negatively correlated,0.000412461
other vegetables,root vegetables,whipped/sour cream,(84) ,,------->,,whole milk,(2513) ,,items are negatively correlated,0.000241601
whole milk,(2513) ,,------->,,other vegetables,root vegetables,whipped/sour cream,(84) ,,items are negatively correlated,0.000241601
other vegetables,whole milk,(736) ,,------->,,root vegetables,whipped/sour cream,(168) ,,items are negatively correlated,0.000412461
root vegetables,whole milk,(481) ,,------->,,other vegetables,whipped/sour cream,(284) ,,items are negatively correlated,0.000373342
other vegetables,root vegetables,whole milk,(228) ,,------->,,whipped/sour cream,(705) ,,items are negatively correlated,0.000317283
whipped/sour cream,whole milk,(317) ,,------->,,other vegetables,root vegetables,(466) ,,items are negatively correlated,0.000345243
other vegetables,whipped/sour cream,whole milk,(144) ,,------->,,root vegetables,(1072) ,,items are negatively correlated,0.000330379
root vegetables,whipped/sour cream,whole milk,(93) ,,------->,,other vegetables,(1903) ,,items are negatively correlated,0.00028817
other vegetables,(1903) ,,------->,,root vegetables,whole milk,yogurt,(143) ,,items are negatively correlated,0.000282954
root vegetables,(1072) ,,------->,,other vegetables,whole milk,yogurt,(219) ,,items are negatively correlated,0.000327983
other vegetables,root vegetables,(466) ,,------->,,whole milk,yogurt,(551) ,,items are negatively correlated,0.000299884
whole milk,(2513) ,,------->,,other vegetables,root vegetables,yogurt,(127) ,,items are negatively correlated,0.000241265
other vegetables,whole milk,(736) ,,------->,,root vegetables,yogurt,(254) ,,items are negatively correlated,0.000411888
root vegetables,whole milk,(481) ,,------->,,other vegetables,yogurt,(427) ,,items are negatively correlated,0.000374902
other vegetables,root vegetables,whole milk,(228) ,,------->,,yogurt,(1372) ,,items are negatively correlated,0.000246151
yogurt,(1372) ,,------->,,other vegetables,root vegetables,whole milk,(228) ,,items are negatively correlated,0.000246151
other vegetables,yogurt,(427) ,,------->,,root vegetables,whole milk,(481) ,,items are negatively correlated,0.000374902
root vegetables,yogurt,(254) ,,------->,,other vegetables,whole milk,(736) ,,items are negatively correlated,0.000411888
other vegetables,root vegetables,yogurt,(127) ,,------->,,whole milk,(2513) ,,items are negatively correlated,0.000241265
whole milk,yogurt,(551) ,,------->,,other vegetables,root vegetables,(466) ,,items are negatively correlated,0.000299884
other vegetables,whole milk,yogurt,(219) ,,------->,,root vegetables,(1072) ,,items are negatively correlated,0.000327983
root vegetables,whole milk,yogurt,(143) ,,------->,,other vegetables,(1903) ,,items are negatively correlated,0.000282954
other vegetables,(1903) ,,------->,,tropical fruit,whole milk,yogurt,(149) ,,items are negatively correlated,0.000264506
tropical fruit,(1032) ,,------->,,other vegetables,whole milk,yogurt,(219) ,,items are negatively correlated,0.000331847
other vegetables,tropical fruit,(353) ,,------->,,whole milk,yogurt,(551) ,,items are negatively correlated,0.000385598
whole milk,(2513) ,,------->,,other vegetables,tropical fruit,yogurt,(121) ,,items are negatively correlated,0.000246651
other vegetables,whole milk,(736) ,,------->,,tropical fruit,yogurt,(288) ,,items are negatively correlated,0.000353827
tropical fruit,whole milk,(416) ,,------->,,other vegetables,yogurt,(427) ,,items are negatively correlated,0.000422221
other vegetables,tropical fruit,whole milk,(168) ,,------->,,yogurt,(1372) ,,items are negatively correlated,0.000325385
yogurt,(1372) ,,------->,,other vegetables,tropical fruit,whole milk,(168) ,,items are negatively correlated,0.000325385
other vegetables,yogurt,(427) ,,------->,,tropical fruit,whole milk,(416) ,,items are negatively correlated,0.000422221
tropical fruit,yogurt,(288) ,,------->,,other vegetables,whole milk,(736) ,,items are negatively correlated,0.000353827
other vegetables,tropical fruit,yogurt,(121) ,,------->,,whole milk,(2513) ,,items are negatively correlated,0.000246651
whole milk,yogurt,(551) ,,------->,,other vegetables,tropical fruit,(353) ,,items are negatively correlated,0.000385598
other vegetables,whole milk,yogurt,(219) ,,------->,,tropical fruit,(1032) ,,items are negatively correlated,0.000331847
tropical fruit,whole milk,yogurt,(149) ,,------->,,other vegetables,(1903) ,,items are negatively correlated,0.000264506
other vegetables,(1903) ,,------->,,whipped/sour cream,whole milk,yogurt,(107) ,,items are negatively correlated,0.00027011
whipped/sour cream,(705) ,,------->,,other vegetables,whole milk,yogurt,(219) ,,items are negatively correlated,0.000356229
other vegetables,whipped/sour cream,(284) ,,------->,,whole milk,yogurt,(551) ,,items are negatively correlated,0.000351474
whole milk,(2513) ,,------->,,other vegetables,whipped/sour cream,yogurt,(100) ,,items are negatively correlated,0.000218862
other vegetables,whole milk,(736) ,,------->,,whipped/sour cream,yogurt,(204) ,,items are negatively correlated,0.000366315
whipped/sour cream,whole milk,(317) ,,------->,,other vegetables,yogurt,(427) ,,items are negatively correlated,0.000406327
other vegetables,whipped/sour cream,whole milk,(144) ,,------->,,yogurt,(1372) ,,items are negatively correlated,0.000278385
yogurt,(1372) ,,------->,,other vegetables,whipped/sour cream,whole milk,(144) ,,items are negatively correlated,0.000278385
other vegetables,yogurt,(427) ,,------->,,whipped/sour cream,whole milk,(317) ,,items are negatively correlated,0.000406327
whipped/sour cream,yogurt,(204) ,,------->,,other vegetables,whole milk,(736) ,,items are negatively correlated,0.000366315
other vegetables,whipped/sour cream,yogurt,(100) ,,------->,,whole milk,(2513) ,,items are negatively correlated,0.000218862
whole milk,yogurt,(551) ,,------->,,other vegetables,whipped/sour cream,(284) ,,items are negatively correlated,0.000351474
other vegetables,whole milk,yogurt,(219) ,,------->,,whipped/sour cream,(705) ,,items are negatively correlated,0.000356229
whipped/sour cream,whole milk,yogurt,(107) ,,------->,,other vegetables,(1903) ,,items are negatively correlated,0.00027011
root vegetables,(1072) ,,------->,,tropical fruit,whole milk,yogurt,(149) ,,items are negatively correlated,0.000350596
tropical fruit,(1032) ,,------->,,root vegetables,whole milk,yogurt,(143) ,,items are negatively correlated,0.000379465
root vegetables,tropical fruit,(207) ,,------->,,whole milk,yogurt,(551) ,,items are negatively correlated,0.000490983
whole milk,(2513) ,,------->,,root vegetables,tropical fruit,yogurt,(80) ,,items are negatively correlated,0.000278552
root vegetables,whole milk,(481) ,,------->,,tropical fruit,yogurt,(288) ,,items are negatively correlated,0.00040425
tropical fruit,whole milk,(416) ,,------->,,root vegetables,yogurt,(254) ,,items are negatively correlated,0.000529982
root vegetables,tropical fruit,whole milk,(118) ,,------->,,yogurt,(1372) ,,items are negatively correlated,0.000345901
yogurt,(1372) ,,------->,,root vegetables,tropical fruit,whole milk,(118) ,,items are negatively correlated,0.000345901
root vegetables,yogurt,(254) ,,------->,,tropical fruit,whole milk,(416) ,,items are negatively correlated,0.000529982
tropical fruit,yogurt,(288) ,,------->,,root vegetables,whole milk,(481) ,,items are negatively correlated,0.00040425
root vegetables,tropical fruit,yogurt,(80) ,,------->,,whole milk,(2513) ,,items are negatively correlated,0.000278552
whole milk,yogurt,(551) ,,------->,,root vegetables,tropical fruit,(207) ,,items are negatively correlated,0.000490983
root vegetables,whole milk,yogurt,(143) ,,------->,,tropical fruit,(1032) ,,items are negatively correlated,0.000379465
tropical fruit,whole milk,yogurt,(149) ,,------->,,root vegetables,(1072) ,,items are negatively correlated,0.000350596
,,,,,,,,,,,
,,,,,,,,,,,
minimum support=50,,,,,,,,,,,
