other vegetables,whole milk,yogurt,(219) ,,------->,,whipped/sour cream,(705) ,,items are negatively correlated,0.000356229
whipped/sour cream,whole milk,yogurt,(107) ,,------->,,other vegetables,(1903) ,,items are negatively correlated,0.00027011
root vegetables,(1072) ,,------->,,tropical fruit,whole milk,yogurt,(149) ,,items are negatively correlated,0.000350596
tropical fruit,(1032) ,,------->,,root vegetables,whole milk,yogurt,(143) ,,items are negatively correlated,0.000379465
root vegetables,tropical fruit,(207) ,,------->,,whole milk,yogurt,(551) ,,items are negatively correlated,0.000490983
whole milk,(2513) ,,------->,,root vegetables,tropical fruit,yogurt,(80) ,,items are negatively correlated,0.000278552
root vegetables,whole milk,(481) ,,------->,,tropical fruit,yogurt,(288) ,,items are negatively correlated,0.00040425
tropical fruit,whole milk,(416) ,,------->,,root vegetables,yogurt,(254) ,,items are negatively correlated,0.000529982
root vegetables,tropical fruit,whole milk,(118) ,,------->,,yogurt,(1372) ,,items are negatively correlated,0.000345901
yogurt,(1372) ,,------->,,root vegetables,tropical fruit,whole milk,(118) ,,items are negatively correlated,0.000345901
root vegetables,yogurt,(254) ,,------->,,tropical fruit,whole milk,(416) ,,items are negatively correlated,0.000529982
tropical fruit,yogurt,(288) ,,------->,,root vegetables,whole milk,(481) ,,items are negatively correlated,0.00040425
root vegetables,tropical fruit,yogurt,(80) ,,------->,,whole milk,(2513) ,,items are negatively correlated,0.000278552
whole milk,yogurt,(551) ,,------->,,root vegetables,tropical fruit,(207) ,,items are negatively correlated,0.000490983
root vegetables,whole milk,yogurt,(143) ,,------->,,tropical fruit,(1032) ,,items are negatively correlated,0.000379465
tropical fruit,whole milk,yogurt,(149) ,,------->,,root vegetables,(1072) ,,items are negatively correlated,0.000350596
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
minimum support=55,,,,,,,,,,,
